network,time,latitude,longitude,depth,magnitude,azimuthal_gap,event_description,associated_phase_count,event_id,horizontal_uncertainty,local_magnitude,moment_magnitude,duration_magnitude,magnitude_type,p_phase_count,s_phase_count,p_pick_count,s_pick_count,standard_error,used_phase_count,station_count,vertical_uncertainty,updated,author,agency_id,creation_time,version,path
GCI,2024-10-13 20:45:54.813,60.0498,-152.9435,110600.0,3.0,,SOUTHERN ALASKA,0.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11893767,,2.3,,,ML,6680.0,12736.0,6680.0,12736.0,,19416.0,2.0,,2026-04-17 09:46:58.490793984,,,,,2024/10/13/query?eventid=11893767.xml
GCI,2024-08-20 04:35:24.112,59.6804,-153.3035,110100.0,2.8,,SOUTHERN ALASKA,0.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11875744,,2.8,,,ml,7414.0,12254.0,7414.0,12254.0,,19668.0,2.0,,2026-04-17 09:46:59.142794496,,,,,2024/08/20/query?eventid=11875744.xml
GCI,2024-05-09 02:47:22.706,59.2129,-152.4312,59500.0,2.5,,SOUTHERN ALASKA,0.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11838784,,2.5,,,ml,7627.0,11565.0,7627.0,11565.0,,19192.0,2.0,,2026-04-17 09:46:59.773794560,,,,,2024/05/09/query?eventid=11838784.xml
GCI,2024-08-27 22:44:35.505,60.3263,-152.181,104100.0,3.0,,SOUTHERN ALASKA,0.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11878352,,3.0,,,ml,5989.0,14001.0,5989.0,14001.0,,19990.0,2.0,,2026-04-17 09:47:00.443795200,,,,,2024/08/27/query?eventid=11878352.xml
GCI,2024-04-27 14:46:04.661,59.7542,-153.4996,121600.0,2.1,,SOUTHERN ALASKA,0.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11833615,,2.1,,,ml,7796.0,12418.0,7796.0,12418.0,,20214.0,2.0,,2026-04-17 09:47:01.115795712,,,,,2024/04/27/query?eventid=11833615.xml
GCI,2024-09-13 11:14:54.405,60.7066,-152.827,126900.0,3.3,,SOUTHERN ALASKA,0.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11884095,,3.3,,,ml,8161.0,11053.0,8161.0,11053.0,,19214.0,2.0,,2026-04-17 09:47:02.402796544,,,,,2024/09/13/query?eventid=11884095.xml
GCI,2024-04-27 04:32:54.178,59.7509,-152.744,92800.0,2.7,,SOUTHERN ALASKA,0.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11833460,,2.2,,,ML,7766.0,12330.0,7766.0,12330.0,,20096.0,2.0,,2026-04-17 09:47:03.699797504,,,,,2024/04/27/query?eventid=11833460.xml
GCI,2024-05-10 13:42:54.865,60.5336,-152.9785,130100.0,3.1,,SOUTHERN ALASKA,0.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11839446,,3.1,,,ML,7382.0,12361.0,7382.0,12361.0,,19743.0,2.0,,2026-04-17 09:47:04.357797888,,,,,2024/05/10/query?eventid=11839446.xml
GCI,2024-07-17 08:44:22.138,59.2618,-153.1984,97700.0,2.7,,SOUTHERN ALASKA,0.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11863390,,2.2,,,ML,7236.0,12430.0,7236.0,12430.0,,19666.0,2.0,,2026-04-17 09:47:08.326800384,,,,,2024/07/17/query?eventid=11863390.xml
GCI,2024-11-01 23:52:30.076,59.8911,-152.9028,111700.0,3.0,,SOUTHERN ALASKA,0.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11899407,,3.0,,,ML,7906.0,12511.0,7906.0,12511.0,,20417.0,2.0,,2026-04-17 09:47:08.994800896,,,,,2024/11/01/query?eventid=11899407.xml
GCI,2024-06-16 17:05:24.642,59.6922,-151.5683,55700.0,2.6,,"KENAI PENINSULA, ALASKA",0.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11853340,,2.6,,,ML,8208.0,12580.0,8208.0,12580.0,,20788.0,2.0,,2026-04-17 10:25:47.307128064,,,,,2024/06/16/query?eventid=11853340.xml
GCI,2024-07-31 04:05:00.778,59.5353,-152.9128,105600.0,2.4,,SOUTHERN ALASKA,0.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11868767,,2.4,,,ml,6542.0,13379.0,6542.0,13379.0,,19921.0,2.0,,2026-04-17 10:25:49.422129152,,,,,2024/07/31/query?eventid=11868767.xml
GCI,2024-06-10 17:53:30.981,59.4361,-153.1962,88300.0,3.1,,SOUTHERN ALASKA,0.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11851089,,2.6,,,ML,7293.0,13141.0,7293.0,13141.0,,20434.0,2.0,,2026-04-17 10:25:50.814130176,,,,,2024/06/10/query?eventid=11851089.xml
GCI,2024-07-15 01:25:19.295,60.0746,-152.9351,112600.0,3.0,,SOUTHERN ALASKA,0.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11862568,,2.5,,,ML,6929.0,12485.0,6929.0,12485.0,,19414.0,2.0,,2026-04-17 10:25:52.178131200,,,,,2024/07/15/query?eventid=11862568.xml
GCI,2024-09-30 07:54:18.981,59.7325,-151.0248,45200.0,2.1,,"KENAI PENINSULA, ALASKA",0.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11889602,,2.1,,,ml,7896.0,11526.0,7896.0,11526.0,,19422.0,2.0,,2026-04-17 10:25:52.846131456,,,,,2024/09/30/query?eventid=11889602.xml
GCI,2024-05-05 10:11:02.515,61.0,-151.623,72300.0,3.4,,SOUTHERN ALASKA,0.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11837145,,3.4,,,ml,7614.0,13106.0,7614.0,13106.0,,20720.0,2.0,,2026-04-17 10:25:54.964133120,,,,,2024/05/05/query?eventid=11837145.xml
GCI,2024-08-25 23:17:45.898,60.7426,-152.0222,88900.0,2.8,,SOUTHERN ALASKA,0.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11877683,,2.8,,,ml,9909.0,11233.0,9909.0,11233.0,,21142.0,2.0,,2026-04-17 10:25:57.862135040,,,,,2024/08/25/query?eventid=11877683.xml
GCI,2024-06-17 00:31:27.413,60.0255,-152.6719,107100.0,3.1,,SOUTHERN ALASKA,0.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11853434,,3.1,,,ML,8268.0,13069.0,8268.0,13069.0,,21337.0,2.0,,2026-04-17 10:26:01.501137152,,,,,2024/06/17/query?eventid=11853434.xml
GCI,2024-11-08 21:13:18.342,58.7422,-152.6926,49800.0,3.3,,"KODIAK ISLAND REGION, ALASKA",0.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11901179,,2.9,,,ML,8014.0,13310.0,8014.0,13310.0,,21324.0,2.0,,2026-04-17 10:26:04.422139136,,,,,2024/11/08/query?eventid=11901179.xml
GCI,2024-08-29 13:49:29.322,59.9567,-153.0077,102600.0,2.7,,SOUTHERN ALASKA,0.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11878991,,2.7,,,ml,7987.0,13613.0,7987.0,13613.0,,21600.0,2.0,,2026-04-17 10:26:05.882140160,,,,,2024/08/29/query?eventid=11878991.xml
GCI,2024-07-28 21:45:05.229,60.094,-152.5325,97400.0,2.5,,SOUTHERN ALASKA,0.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11867976,,2.5,,,ml,7962.0,13042.0,7962.0,13042.0,,21004.0,2.0,,2026-04-17 10:26:07.304141056,,,,,2024/07/28/query?eventid=11867976.xml
GCI,2024-08-06 04:36:01.017,60.1031,-150.7791,20000.0,2.7,,"KENAI PENINSULA, ALASKA",0.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11870793,,2.7,,,ml,8539.0,12700.0,8539.0,12700.0,,21239.0,2.0,,2026-04-17 10:26:10.206143232,,,,,2024/08/06/query?eventid=11870793.xml
GCI,2024-06-18 21:29:33.757,59.9712,-152.9734,126300.0,3.4,,SOUTHERN ALASKA,0.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11854137,,2.8,,,ML,9409.0,12968.0,9409.0,12968.0,,22377.0,2.0,,2026-04-17 10:26:10.956143616,,,,,2024/06/18/query?eventid=11854137.xml
GCI,2024-05-21 19:26:56.411,60.2265,-152.164,73400.0,2.9,,SOUTHERN ALASKA,0.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11844159,,2.9,,,ML,8320.0,13368.0,8320.0,13368.0,,21688.0,2.0,,2026-04-17 10:26:13.864145408,,,,,2024/05/21/query?eventid=11844159.xml
GCI,2024-06-09 13:52:28.641,59.5082,-153.0028,104100.0,2.6,,SOUTHERN ALASKA,0.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11850771,,2.6,,,ml,8048.0,13183.0,8048.0,13183.0,,21231.0,2.0,,2026-04-17 10:26:15.317146624,,,,,2024/06/09/query?eventid=11850771.xml
GCI,2024-05-16 16:02:18.866,60.028,-152.1726,63100.0,2.7,,SOUTHERN ALASKA,0.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11841919,,2.7,,,ML,9671.0,13518.0,9671.0,13518.0,,23189.0,2.0,,2026-04-17 10:26:16.121147136,,,,,2024/05/16/query?eventid=11841919.xml
GCI,2024-06-02 18:31:50.827,60.7153,-151.5562,74100.0,3.3,,"KENAI PENINSULA, ALASKA",0.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11847998,,3.3,,,ml,9038.0,13621.0,9038.0,13621.0,,22659.0,2.0,,2026-04-17 10:26:34.220158976,,,,,2024/06/02/query?eventid=11847998.xml
GCI,2024-11-01 15:15:50.418,60.0399,-152.7585,95000.0,2.6,,SOUTHERN ALASKA,0.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11899279,,2.6,,,ml,9549.0,13572.0,9549.0,13572.0,,23121.0,2.0,,2026-04-17 10:26:36.557160704,,,,,2024/11/01/query?eventid=11899279.xml
GCI,2024-07-17 13:37:28.071,60.3482,-152.2912,112600.0,2.8,,SOUTHERN ALASKA,0.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11863423,,2.8,,,ml,10541.0,13800.0,10541.0,13800.0,,24341.0,2.0,,2026-04-17 10:26:37.346161152,,,,,2024/07/17/query?eventid=11863423.xml
GCI,2024-11-18 10:22:06.876,59.5945,-153.0301,115200.0,2.7,,SOUTHERN ALASKA,0.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11903544,,2.7,,,ml,9081.0,13909.0,9081.0,13909.0,,22990.0,2.0,,2026-04-17 10:26:38.090161920,,,,,2024/11/18/query?eventid=11903544.xml
GCI,2024-06-14 21:30:37.557,58.8145,-154.6315,106600.0,3.9,,ALASKA PENINSULA,0.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11852888,,2.7,,,ML,10119.0,13701.0,10119.0,13701.0,,23820.0,2.0,,2026-04-17 10:26:38.862162176,,,,,2024/06/14/query?eventid=11852888.xml
GCI,2024-07-11 06:59:32.223,59.5138,-152.4955,68300.0,2.1,,SOUTHERN ALASKA,0.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11861534,,2.1,,,ml,9813.0,13215.0,9813.0,13215.0,,23028.0,2.0,,2026-04-17 10:26:39.610162688,,,,,2024/07/11/query?eventid=11861534.xml
GCI,2024-05-17 07:18:42.796,60.9649,-151.8537,90600.0,3.0,,"KENAI PENINSULA, ALASKA",0.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11842200,,3.0,,,ml,11417.0,11985.0,11417.0,11985.0,,23402.0,2.0,,2026-04-17 10:26:40.408163328,,,,,2024/05/17/query?eventid=11842200.xml
GCI,2024-05-04 02:30:41.103,59.75,-153.1158,105300.0,2.6,,SOUTHERN ALASKA,0.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11836706,,2.6,,,ml,11190.0,13529.0,11190.0,13529.0,,24719.0,2.0,,2026-04-17 10:26:41.240163840,,,,,2024/05/04/query?eventid=11836706.xml
GCI,2024-06-21 10:53:11.737,59.4854,-153.1204,90900.0,2.9,,SOUTHERN ALASKA,0.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11855082,,2.9,,,ml,11420.0,14423.0,11420.0,14423.0,,25843.0,2.0,,2026-04-17 10:26:47.016167680,,,,,2024/06/21/query?eventid=11855082.xml
GCI,2024-05-30 10:52:18.259,59.0224,-153.149,75400.0,3.3,,SOUTHERN ALASKA,0.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11846792,,3.3,,,ml,10638.0,13467.0,10638.0,13467.0,,24105.0,2.0,,2026-04-17 10:26:48.691168768,,,,,2024/05/30/query?eventid=11846792.xml
GCI,2024-07-09 19:53:06.360,60.5382,-151.8092,71100.0,3.6,,"KENAI PENINSULA, ALASKA",0.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11860988,,3.6,,,ml,12208.0,14475.0,12208.0,14475.0,,26683.0,2.0,,2026-04-17 10:26:51.283170560,,,,,2024/07/09/query?eventid=11860988.xml
GCI,2024-09-11 12:53:14.869,59.825,-153.323,126300.0,3.9,,SOUTHERN ALASKA,0.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11883383,,4.1,,,ml,12001.0,14325.0,12001.0,14325.0,,26326.0,2.0,,2026-04-17 10:26:52.160171008,,,,,2024/09/11/query?eventid=11883383.xml
GCI,2024-09-29 21:29:47.727,58.9698,-154.2385,118100.0,4.2,,ALASKA PENINSULA,0.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11889496,,4.2,,,ML,12981.0,13582.0,12981.0,13582.0,,26563.0,2.0,,2026-04-17 10:26:56.337190400,,,,,2024/09/29/query?eventid=11889496.xml
GCI,2024-07-22 11:26:41.725,59.9539,-152.6994,100300.0,3.3,,SOUTHERN ALASKA,0.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11864927,,3.0,,,ML,11292.0,14233.0,11292.0,14233.0,,25525.0,2.0,,2026-04-17 10:26:57.166194176,,,,,2024/07/22/query?eventid=11864927.xml
GCI,2024-07-17 05:15:42.716,59.1718,-152.404,55900.0,3.3,,SOUTHERN ALASKA,0.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11863343,,3.3,,,ml,11679.0,14024.0,11679.0,14024.0,,25703.0,2.0,,2026-04-17 10:26:58.861201920,,,,,2024/07/17/query?eventid=11863343.xml
GCI,2024-10-03 06:29:06.437,59.3831,-152.6322,73800.0,2.7,,SOUTHERN ALASKA,0.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11890647,,2.7,,,ml,11767.0,14296.0,11767.0,14296.0,,26063.0,2.0,,2026-04-17 10:26:59.709205760,,,,,2024/10/03/query?eventid=11890647.xml
GCI,2024-05-12 10:14:57.657,60.5171,-151.8033,67000.0,3.7,,"KENAI PENINSULA, ALASKA",0.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11840043,,3.7,,,ml,12458.0,14709.0,12458.0,14709.0,,27167.0,2.0,,2026-04-17 11:01:42.261986560,,,,,2024/05/12/query?eventid=11840043.xml
GCI,2024-05-01 05:30:15.414,59.9303,-151.4072,44100.0,3.1,,"KENAI PENINSULA, ALASKA",0.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11835246,,3.1,,,ml,11721.0,14338.0,11721.0,14338.0,,26059.0,2.0,,2026-04-17 11:01:47.830991104,,,,,2024/05/01/query?eventid=11835246.xml
GCI,2024-05-11 01:53:05.860,59.828,-152.8514,94600.0,4.6,,SOUTHERN ALASKA,0.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11839766,,4.5,,,mb,14934.0,14941.0,14934.0,14941.0,,29875.0,2.0,,2026-04-17 11:01:50.623993088,,,,,2024/05/11/query?eventid=11839766.xml
GCI,2024-07-12 05:26:05.509,59.7532,-150.548,34500.0,3.8,,"KENAI PENINSULA, ALASKA",0.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11861853,,3.8,,,ml,13939.0,14952.0,13939.0,14952.0,,28891.0,2.0,,2026-04-17 11:01:53.377995520,,,,,2024/07/12/query?eventid=11861853.xml
GCI,2024-04-28 04:50:51.590,59.0179,-153.2865,67500.0,3.7,,SOUTHERN ALASKA,0.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11833842,,3.7,,,ML,13532.0,14685.0,13532.0,14685.0,,28217.0,2.0,,2026-04-17 11:01:54.303996416,,,,,2024/04/28/query?eventid=11833842.xml
GCI,2024-09-22 14:27:06.065,60.2546,-151.0912,56400.0,3.9,,"KENAI PENINSULA, ALASKA",0.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11887152,,3.9,,,ml,14449.0,14872.0,14449.0,14872.0,,29321.0,2.0,,2026-04-17 11:01:57.222998528,,,,,2024/09/22/query?eventid=11887152.xml
GCI,2024-05-15 08:01:31.320,59.4977,-152.6457,71100.0,4.0,,SOUTHERN ALASKA,0.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11841317,,3.7,,,ML,14207.0,14892.0,14207.0,14892.0,,29099.0,2.0,,2026-04-17 11:01:58.176999424,,,,,2024/05/15/query?eventid=11841317.xml
GCI,2024-07-27 18:12:14.510,60.312,-152.3001,85800.0,4.3,,SOUTHERN ALASKA,0.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11867649,,4.3,,,ml,14724.0,14961.0,14724.0,14961.0,,29685.0,2.0,,2026-04-17 11:02:01.039001600,,,,,2024/07/27/query?eventid=11867649.xml
GCI,2024-09-01 13:20:21.200,59.6551,-151.5215,48200.0,4.6,,"KENAI PENINSULA, ALASKA",0.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11879889,,4.6,,,ml,14954.0,14553.0,14954.0,14553.0,,29507.0,2.0,,2026-04-17 11:02:12.491011072,,,,,2024/09/01/query?eventid=11879889.xml
GCI,2024-11-02 03:37:28.132,58.6264,-153.4909,78200.0,4.0,,"KODIAK ISLAND REGION, ALASKA",0.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11899462,,4.0,,,ml,13568.0,14621.0,13568.0,14621.0,,28189.0,2.0,,2026-04-17 11:02:17.144014848,,,,,2024/11/02/query?eventid=11899462.xml
GCI,2024-05-03 09:29:32.713,59.9765,-152.749,88700.0,4.3,,SOUTHERN ALASKA,0.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11836336,,4.3,,,ml,14392.0,14792.0,14392.0,14792.0,,29184.0,2.0,,2026-04-17 11:02:19.013016576,,,,,2024/05/03/query?eventid=11836336.xml
GCI,2024-02-21 04:41:18.692,59.3864,-152.8607,78200.0,2.3,302.84781407373686,SOUTHERN ALASKA,12050.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11807294,,2.3,,,ml,3131.0,8919.0,3131.0,8919.0,,12050.0,2.0,,2026-04-22 19:24:33.663767040,,,,,2024/02/21/query?eventid=11807294.xml
GCI,2024-02-21 08:15:23.388,60.013,-152.716,99900.0,2.4,268.12950454288875,SOUTHERN ALASKA,7888.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11807341,,2.4,,,ml,0.0,7888.0,0.0,7888.0,,7888.0,2.0,,2026-04-22 19:40:19.155910912,,,,,2024/02/21/query?eventid=11807341.xml
GCI,2024-02-21 10:47:30.702,60.3699,-153.0606,137900.0,4.0,313.0181445285408,SOUTHERN ALASKA,25189.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11807368,,4.2,,,ml,11003.0,14186.0,11003.0,14186.0,,25189.0,2.0,,2026-04-22 19:40:19.984913920,,,,,2024/02/21/query?eventid=11807368.xml
GCI,2024-02-24 00:45:44.675,59.7029,-152.4487,77600.0,1.6,228.73404414284425,SOUTHERN ALASKA,5074.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11808657,,1.6,,,ml,906.0,4168.0,906.0,4168.0,,5074.0,1.0,,2026-04-22 19:57:30.625762304,,,,,2024/02/24/query?eventid=11808657.xml
GCI,2024-02-26 03:57:38.668,60.2543,-154.0202,206000.0,3.2,325.302779351713,SOUTHERN ALASKA,13554.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11809307,,2.6,,,ML,2831.0,10723.0,2831.0,10723.0,,13554.0,2.0,,2026-04-22 20:16:24.466058752,,,,,2024/02/26/query?eventid=11809307.xml
GCI,2024-02-26 08:49:41.095,60.2661,-153.864,187500.0,2.3,322.9854574776173,SOUTHERN ALASKA,6298.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11809356,,2.3,,,ml,61.0,6237.0,61.0,6237.0,,6298.0,2.0,,2026-04-22 20:31:31.105292544,,,,,2024/02/26/query?eventid=11809356.xml
GCI,2024-02-26 22:48:03.410,59.3834,-152.6179,71300.0,3.0,268.41351612476944,SOUTHERN ALASKA,23479.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11809696,,2.8,,,ML,9648.0,13831.0,9648.0,13831.0,,23479.0,2.0,,2026-04-22 20:31:31.854295296,,,,,2024/02/26/query?eventid=11809696.xml
GCI,2024-02-28 09:54:31.618,60.4137,-152.8558,119700.0,3.3,314.45157161658665,SOUTHERN ALASKA,9394.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11810417,,2.9,,,ML,0.0,9394.0,0.0,9394.0,,9394.0,2.0,,2026-04-22 20:57:29.926061056,,,,,2024/02/28/query?eventid=11810417.xml
GCI,2024-02-28 06:49:00.374,59.9534,-152.0226,55900.0,2.7,179.57823860083684,SOUTHERN ALASKA,16923.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11810392,,2.7,,,ML,6097.0,10826.0,6097.0,10826.0,,16923.0,2.0,,2026-04-22 20:57:30.482062848,,,,,2024/02/28/query?eventid=11810392.xml
GCI,2024-02-28 22:20:36.809,60.407,-152.1414,81900.0,3.0,317.5218345631664,SOUTHERN ALASKA,17211.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11810630,,3.0,,,ML,4271.0,12940.0,4271.0,12940.0,,17211.0,2.0,,2026-04-22 20:57:31.040064256,,,,,2024/02/28/query?eventid=11810630.xml
GCI,2024-03-01 23:24:46.081,59.6882,-153.591,5100.0,2.8,321.61458635509445,SOUTHERN ALASKA,8712.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11811700,,2.8,,,ML,377.0,8335.0,377.0,8335.0,,8712.0,2.0,,2026-04-22 21:15:34.932256768,,,,,2024/03/01/query?eventid=11811700.xml
GCI,2024-03-03 16:28:52.477,60.1646,-151.6678,57000.0,1.8,310.49095236358494,"KENAI PENINSULA, ALASKA",5783.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11812186,,1.8,,,ml,1493.0,4290.0,1493.0,4290.0,,5783.0,1.0,,2026-04-22 21:32:42.739435008,,,,,2024/03/03/query?eventid=11812186.xml
GCI,2024-03-05 13:08:52.695,59.7547,-152.65,96200.0,2.7,218.45447173943813,SOUTHERN ALASKA,18174.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11812877,,2.7,,,ML,6727.0,11447.0,6727.0,11447.0,,18174.0,2.0,,2026-04-22 21:52:58.814566400,,,,,2024/03/05/query?eventid=11812877.xml
GCI,2024-03-06 17:07:52.571,59.8444,-152.4875,69100.0,1.8,270.54358770526335,SOUTHERN ALASKA,3533.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11813341,,1.8,,,ml,0.0,3533.0,0.0,3533.0,,3533.0,1.0,,2026-04-22 22:12:27.955491328,,,,,2024/03/06/query?eventid=11813341.xml
GCI,2024-03-06 09:43:10.834,59.6613,-152.8254,90100.0,2.3,245.27402463811444,SOUTHERN ALASKA,21393.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11813243,,2.3,,,ml,8106.0,13287.0,8106.0,13287.0,,21393.0,2.0,,2026-04-22 22:12:28.641493504,,,,,2024/03/06/query?eventid=11813243.xml
GCI,2024-03-06 16:46:57.981,59.377,-151.8978,66500.0,2.5,257.83546181177655,"KENAI PENINSULA, ALASKA",23752.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11813332,,2.5,,,ml,10970.0,12782.0,10970.0,12782.0,,23752.0,2.0,,2026-04-22 22:12:29.392496128,,,,,2024/03/06/query?eventid=11813332.xml
GCI,2024-03-07 23:54:22.414,59.3756,-151.9179,54300.0,1.8,257.6769460738098,"KENAI PENINSULA, ALASKA",5871.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11813977,,1.8,,,ml,1632.0,4239.0,1632.0,4239.0,,5871.0,1.0,,2026-04-22 22:22:17.239554816,,,,,2024/03/07/query?eventid=11813977.xml
GCI,2024-03-08 14:24:08.301,60.0602,-152.7892,95400.0,1.8,304.5521282091905,SOUTHERN ALASKA,4940.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11814198,,1.8,,,ml,1336.0,3604.0,1336.0,3604.0,,4940.0,1.0,,2026-04-22 22:31:29.516691200,,,,,2024/03/08/query?eventid=11814198.xml
GCI,2024-03-10 13:16:20.340,59.8821,-151.814,141100.0,1.9,178.98050252232161,"KENAI PENINSULA, ALASKA",5810.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11815066,,1.9,,,ml,5810.0,0.0,5810.0,0.0,,5810.0,2.0,,2026-04-22 22:49:16.550205184,,,,,2024/03/10/query?eventid=11815066.xml
GCI,2024-03-11 20:46:18.982,59.979,-152.1452,91400.0,3.5,221.24284633328534,SOUTHERN ALASKA,23861.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11815493,,3.5,,,ML,9825.0,14036.0,9825.0,14036.0,,23861.0,2.0,,2026-04-22 23:03:37.279867136,,,,,2024/03/11/query?eventid=11815493.xml
GCI,2024-03-14 14:56:33.397,59.4473,-153.1545,113000.0,2.5,329.31768808594734,SOUTHERN ALASKA,21362.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11816602,,2.5,,,ml,8225.0,13137.0,8225.0,13137.0,,21362.0,2.0,,2026-04-22 23:33:11.814210560,,,,,2024/03/14/query?eventid=11816602.xml
GCI,2024-03-16 07:45:39.054,59.2536,-153.0539,74500.0,1.9,322.17141866627094,SOUTHERN ALASKA,8714.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11817354,,1.9,,,ml,0.0,8714.0,0.0,8714.0,,8714.0,2.0,,2026-04-22 23:54:56.725390080,,,,,2024/03/16/query?eventid=11817354.xml
GCI,2024-03-16 04:44:12.631,59.0654,-152.1458,32400.0,2.6,304.2297274888016,SOUTHERN ALASKA,17754.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11817313,,2.3,,,ML,7444.0,10310.0,7444.0,10310.0,,17754.0,2.0,,2026-04-22 23:54:57.279392000,,,,,2024/03/16/query?eventid=11817313.xml
GCI,2024-03-17 20:01:48.277,60.3172,-152.7841,114200.0,1.9,307.1269493873277,SOUTHERN ALASKA,12182.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11817799,,1.9,,,ml,3493.0,8689.0,3493.0,8689.0,,12182.0,2.0,,2026-04-23 00:12:34.344630272,,,,,2024/03/17/query?eventid=11817799.xml
GCI,2024-03-17 10:08:39.370,59.8791,-152.8699,95000.0,3.4,263.2093664052736,SOUTHERN ALASKA,26712.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11817641,,3.4,,,ML,12612.0,14100.0,12612.0,14100.0,,26712.0,2.0,,2026-04-23 00:12:35.192634112,,,,,2024/03/17/query?eventid=11817641.xml
GCI,2024-03-19 18:29:53.225,60.0544,-152.4528,37500.0,1.6,295.13899588473,SOUTHERN ALASKA,2658.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11818508,,1.6,,,ml,2658.0,0.0,2658.0,0.0,,2658.0,1.0,,2026-04-23 00:33:28.937686784,,,,,2024/03/19/query?eventid=11818508.xml
