network,time,latitude,longitude,depth,magnitude,azimuthal_gap,event_description,associated_phase_count,event_id,horizontal_uncertainty,local_magnitude,moment_magnitude,duration_magnitude,magnitude_type,p_phase_count,s_phase_count,p_pick_count,s_pick_count,standard_error,used_phase_count,station_count,vertical_uncertainty,updated,author,agency_id,creation_time,version,path
GCI,2024-03-19 12:16:25.931,62.0403,-151.4324,88300.0,3.8,345.87208590257984,CENTRAL ALASKA,15643.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11818408,,3.8,,,ML,5521.0,10122.0,5521.0,10122.0,,15643.0,2.0,,2026-04-23 00:33:29.437688064,,,,,2024/03/19/query?eventid=11818408.xml
GCI,2024-04-06 12:58:40.670,59.599,-152.1997,52100.0,1.9,103.27355137968595,SOUTHERN ALASKA,8676.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11825645,,1.9,,,ml,1028.0,7648.0,1028.0,7648.0,,8676.0,2.0,,2026-04-23 03:10:49.307932160,,,,,2024/04/06/query?eventid=11825645.xml
GCI,2024-04-06 12:19:52.950,59.8274,-152.3195,67900.0,1.9,191.2434869326218,SOUTHERN ALASKA,6926.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11825638,,1.9,,,ml,0.0,6926.0,0.0,6926.0,,6926.0,2.0,,2026-04-23 03:10:49.523932672,,,,,2024/04/06/query?eventid=11825638.xml
GCI,2024-04-06 19:08:51.418,60.2645,-152.2254,82700.0,1.9,310.4602762533616,SOUTHERN ALASKA,8229.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11825704,,1.9,,,ml,0.0,8229.0,0.0,8229.0,,8229.0,2.0,,2026-04-23 03:10:49.782933248,,,,,2024/04/06/query?eventid=11825704.xml
GCI,2024-04-06 10:51:39.665,59.3928,-152.9171,79200.0,2.5,310.74856241075815,SOUTHERN ALASKA,21230.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11825613,,2.5,,,ml,8217.0,13013.0,8217.0,13013.0,,21230.0,2.0,,2026-04-23 03:10:50.448934912,,,,,2024/04/06/query?eventid=11825613.xml
GCI,2023-06-10 23:44:32.839,58.1262,-153.699,59600.0,3.3,338.0023869638726,"KODIAK ISLAND REGION, ALASKA",11316.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707348,,3.3,,,ml,2652.0,8664.0,2652.0,8664.0,,11316.0,2.0,,2026-05-03 14:21:49.000000000,,,,,2023/06/10/query?eventid=11707348.xml
GCI,2023-06-10 08:44:56.996,60.7019,-152.0841,88800.0,3.5,328.63125498692636,SOUTHERN ALASKA,22420.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707192,,3.5,,,ML,10425.0,11995.0,10425.0,11995.0,,22420.0,2.0,,2026-05-03 14:21:50.000000000,,,,,2023/06/10/query?eventid=11707192.xml
GCI,2023-06-10 21:13:39.057,59.9126,-151.8173,59100.0,3.3,278.6487705157383,"KENAI PENINSULA, ALASKA",24512.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707305,,3.1,,,ML,10839.0,13673.0,10839.0,13673.0,,24512.0,2.0,,2026-05-03 14:21:51.000000000,,,,,2023/06/10/query?eventid=11707305.xml
GCI,2023-06-11 12:09:57.040,60.2714,-151.1388,51000.0,2.9,327.97745775065016,"KENAI PENINSULA, ALASKA",19226.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707495,,2.8,,,ML,7410.0,11816.0,7410.0,11816.0,,19226.0,2.0,,2026-05-03 14:34:52.000000000,,,,,2023/06/11/query?eventid=11707495.xml
GCI,2023-06-13 11:31:09.232,59.2945,-151.7577,5800.0,1.8,203.88963271621284,"KENAI PENINSULA, ALASKA",9651.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11708139,,1.8,,,ml,2765.0,6886.0,2765.0,6886.0,,9651.0,2.0,,2026-05-03 14:50:56.000000000,,,,,2023/06/13/query?eventid=11708139.xml
GCI,2023-06-14 00:37:58.130,56.4213,-148.6452,10000.0,4.1,351.06287032165585,GULF OF ALASKA,14154.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11708402,,4.2,,,mb,4041.0,10113.0,4041.0,10113.0,,14154.0,2.0,,2026-05-03 14:50:57.000000000,,,,,2023/06/14/query?eventid=11708402.xml
GCI,2023-06-15 01:25:48.425,59.6105,-152.3376,63600.0,2.0,188.85908304681885,SOUTHERN ALASKA,15886.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11708849,,2.0,,,ml,5217.0,10669.0,5217.0,10669.0,,15886.0,2.0,,2026-05-03 15:13:43.000000000,,,,,2023/06/15/query?eventid=11708849.xml
GCI,2023-06-15 00:57:20.856,60.2546,-151.1554,57300.0,3.2,327.33266920860575,"KENAI PENINSULA, ALASKA",22831.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11708843,,3.0,,,ML,9877.0,12954.0,9877.0,12954.0,,22831.0,2.0,,2026-05-03 15:13:44.000000000,,,,,2023/06/15/query?eventid=11708843.xml
GCI,2023-06-15 11:25:33.315,58.8987,-152.4347,51300.0,2.1,304.20052155406245,"KODIAK ISLAND REGION, ALASKA",14577.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11708963,,2.1,,,ml,5129.0,9448.0,5129.0,9448.0,,14577.0,2.0,,2026-05-03 15:35:53.000000000,,,,,2023/06/15/query?eventid=11708963.xml
GCI,2023-06-15 18:06:11.655,58.8363,-152.3109,47600.0,2.8,315.62103717550156,"KODIAK ISLAND REGION, ALASKA",23868.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11709089,,2.7,,,ML,10827.0,13041.0,10827.0,13041.0,,23868.0,2.0,,2026-05-03 15:35:54.000000000,,,,,2023/06/15/query?eventid=11709089.xml
GCI,2023-06-17 14:28:52.384,59.7406,-152.1578,62800.0,3.4,227.7147534446098,SOUTHERN ALASKA,25302.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11711161,,3.4,,,ml,10936.0,14366.0,10936.0,14366.0,,25302.0,2.0,,2026-05-03 15:52:17.000000000,,,,,2023/06/17/query?eventid=11711161.xml
GCI,2023-06-18 16:15:18.642,59.4784,-151.9049,53700.0,1.8,47.35690485654152,"KENAI PENINSULA, ALASKA",12850.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11710178,,1.8,,,ml,4088.0,8762.0,4088.0,8762.0,,12850.0,2.0,,2026-05-03 16:15:26.000000000,,,,,2023/06/18/query?eventid=11710178.xml
GCI,2023-06-18 09:14:31.656,58.1016,-154.6028,84200.0,5.0,340.9445259786025,ALASKA PENINSULA,29282.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11710081,,4.9,,,mww,14511.0,14771.0,14511.0,14771.0,,29282.0,2.0,,2026-05-03 16:15:27.000000000,,,,,2023/06/18/query?eventid=11710081.xml
GCI,2023-06-19 20:32:11.109,59.2059,-153.5272,107400.0,2.3,314.455851892777,SOUTHERN ALASKA,8625.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11710588,,2.3,,,ml,0.0,8625.0,0.0,8625.0,,8625.0,2.0,,2026-05-03 16:21:42.000000000,,,,,2023/06/19/query?eventid=11710588.xml
GCI,2023-06-20 12:42:26.600,60.226,-152.3018,89600.0,2.4,306.6441315807103,SOUTHERN ALASKA,13725.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11710924,,2.2,,,ML,3610.0,10115.0,3610.0,10115.0,,13725.0,2.0,,2026-05-03 16:53:33.000000000,,,,,2023/06/20/query?eventid=11710924.xml
GCI,2023-06-20 21:55:52.942,59.9425,-153.4165,131000.0,2.8,327.967531959949,SOUTHERN ALASKA,13245.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11711183,,2.8,,,ml,2028.0,11217.0,2028.0,11217.0,,13245.0,2.0,,2026-05-03 16:53:34.000000000,,,,,2023/06/20/query?eventid=11711183.xml
GCI,2023-06-20 23:47:46.260,60.0035,-152.7499,105900.0,2.8,298.44951761428257,SOUTHERN ALASKA,15371.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11711223,,2.8,,,ML,4391.0,10980.0,4391.0,10980.0,,15371.0,2.0,,2026-05-03 16:53:34.000000000,,,,,2023/06/20/query?eventid=11711223.xml
GCI,2023-06-20 17:01:18.267,59.8294,-153.0278,97500.0,2.5,308.98770084612045,SOUTHERN ALASKA,18291.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11711048,,2.5,,,ml,8330.0,9961.0,8330.0,9961.0,,18291.0,2.0,,2026-05-03 16:53:35.000000000,,,,,2023/06/20/query?eventid=11711048.xml
GCI,2023-06-24 03:19:36.346,59.6639,-152.3464,68900.0,1.7,209.02629766402242,SOUTHERN ALASKA,10957.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11712632,,1.7,,,ml,2676.0,8281.0,2676.0,8281.0,,10957.0,2.0,,2026-05-03 17:44:06.000000000,,,,,2023/06/24/query?eventid=11712632.xml
GCI,2023-06-23 22:04:30.026,58.9859,-154.2721,120500.0,3.3,331.168426776126,ALASKA PENINSULA,17320.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11712524,,3.1,,,ML,4837.0,12483.0,4837.0,12483.0,,17320.0,2.0,,2026-05-03 17:44:07.000000000,,,,,2023/06/23/query?eventid=11712524.xml
GCI,2023-06-23 09:07:58.216,60.1179,-153.4459,159100.0,3.0,327.1617753941381,SOUTHERN ALASKA,18269.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11712267,,3.0,,,ml,7475.0,10794.0,7475.0,10794.0,,18269.0,2.0,,2026-05-03 17:44:07.000000000,,,,,2023/06/23/query?eventid=11712267.xml
GCI,2023-06-23 23:19:14.593,59.8337,-151.5017,54300.0,2.7,298.3443649707955,"KENAI PENINSULA, ALASKA",21185.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11712554,,2.6,,,ML,8453.0,12732.0,8453.0,12732.0,,21185.0,2.0,,2026-05-03 17:44:08.000000000,,,,,2023/06/23/query?eventid=11712554.xml
GCI,2023-06-23 15:09:07.954,58.6699,-152.5656,8000.0,2.6,322.27353705032135,"KODIAK ISLAND REGION, ALASKA",22621.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11712336,,2.4,,,ML,9725.0,12896.0,9725.0,12896.0,,22621.0,2.0,,2026-05-03 17:44:09.000000000,,,,,2023/06/23/query?eventid=11712336.xml
GCI,2023-06-24 21:24:47.689,61.2768,-150.103,38700.0,3.6,345.2605571427764,SOUTHERN ALASKA,15507.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11712849,,3.6,,,ml,7055.0,8452.0,7055.0,8452.0,,15507.0,2.0,,2026-05-03 18:28:58.000000000,,,,,2023/06/24/query?eventid=11712849.xml
GCI,2023-06-24 21:19:37.569,59.795,-152.4893,69900.0,2.0,255.946570043609,SOUTHERN ALASKA,17079.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11712848,,2.0,,,ml,7157.0,9922.0,7157.0,9922.0,,17079.0,2.0,,2026-05-03 18:28:59.000000000,,,,,2023/06/24/query?eventid=11712848.xml
GCI,2023-06-25 02:30:15.539,60.2134,-150.0537,31600.0,2.6,338.0704736177126,"KENAI PENINSULA, ALASKA",17366.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11712900,,2.6,,,ml,7101.0,10265.0,7101.0,10265.0,,17366.0,2.0,,2026-05-03 18:28:59.000000000,,,,,2023/06/25/query?eventid=11712900.xml
GCI,2023-06-24 05:49:01.125,60.0337,-152.6219,101400.0,3.4,295.9268702487169,SOUTHERN ALASKA,27767.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11712673,,3.4,,,ml,13409.0,14358.0,13409.0,14358.0,,27767.0,2.0,,2026-05-03 18:29:00.000000000,,,,,2023/06/24/query?eventid=11712673.xml
GCI,2023-06-25 07:45:41.943,59.7018,-150.0733,14200.0,2.2,335.9067844563223,"KENAI PENINSULA, ALASKA",13888.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11712949,,2.2,,,ml,4996.0,8892.0,4996.0,8892.0,,13888.0,2.0,,2026-05-03 18:38:57.000000000,,,,,2023/06/25/query?eventid=11712949.xml
GCI,2023-06-26 12:48:43.811,59.7313,-151.7159,48900.0,2.5,243.99104607090166,"KENAI PENINSULA, ALASKA",13588.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11713258,,2.4,,,ML,3802.0,9786.0,3802.0,9786.0,,13588.0,2.0,,2026-05-03 18:56:16.000000000,,,,,2023/06/26/query?eventid=11713258.xml
GCI,2023-06-27 02:44:45.752,60.027,-151.1181,43700.0,2.5,326.18997322785424,"KENAI PENINSULA, ALASKA",15446.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11713632,,2.5,,,ML,5423.0,10023.0,5423.0,10023.0,,15446.0,2.0,,2026-05-03 18:56:16.000000000,,,,,2023/06/27/query?eventid=11713632.xml
GCI,2023-06-27 06:28:36.312,62.1738,-151.1085,72900.0,3.7,347.1129388195117,CENTRAL ALASKA,5144.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11713671,,3.7,,,ml,5144.0,0.0,5144.0,0.0,,5144.0,2.0,,2026-05-03 19:22:00.000000000,,,,,2023/06/27/query?eventid=11713671.xml
GCI,2023-06-28 01:32:18.801,59.7555,-152.7709,86200.0,2.9,279.94760189924096,SOUTHERN ALASKA,18380.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11713990,,2.9,,,ML,7051.0,11329.0,7051.0,11329.0,,18380.0,2.0,,2026-05-03 19:22:00.000000000,,,,,2023/06/28/query?eventid=11713990.xml
GCI,2023-06-28 02:35:55.913,60.1038,-153.5395,180000.0,3.0,329.3781845052688,SOUTHERN ALASKA,20822.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11714005,,3.0,,,ml,7872.0,12950.0,7872.0,12950.0,,20822.0,2.0,,2026-05-03 19:22:01.000000000,,,,,2023/06/28/query?eventid=11714005.xml
GCI,2023-07-02 02:53:11.661,59.2741,-148.842,29700.0,3.1,340.84531320842217,"KENAI PENINSULA, ALASKA",10244.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11715710,,3.1,,,ML,0.0,10244.0,0.0,10244.0,,10244.0,2.0,,2026-05-03 19:42:43.000000000,,,,,2023/07/02/query?eventid=11715710.xml
GCI,2023-07-01 16:43:25.780,60.3319,-152.4178,85100.0,2.6,313.9586499042124,SOUTHERN ALASKA,14101.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11715536,,2.6,,,ml,4828.0,9273.0,4828.0,9273.0,,14101.0,2.0,,2026-05-03 19:42:43.000000000,,,,,2023/07/01/query?eventid=11715536.xml
GCI,2023-07-02 07:04:47.927,59.5515,-152.2616,78300.0,2.4,106.17431272077414,SOUTHERN ALASKA,20912.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11715757,,2.4,,,ml,8716.0,12196.0,8716.0,12196.0,,20912.0,2.0,,2026-05-03 19:56:06.000000000,,,,,2023/07/02/query?eventid=11715757.xml
GCI,2023-07-03 14:47:29.593,61.2895,-149.5901,35600.0,4.5,348.5071673814704,SOUTHERN ALASKA,11017.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11716173,,4.6,,,mwr,6698.0,4319.0,6698.0,4319.0,,11017.0,2.0,,2026-05-03 20:17:17.000000000,,,,,2023/07/03/query?eventid=11716173.xml
GCI,2023-07-03 11:39:07.216,60.0844,-152.9368,109200.0,3.6,311.05713247998443,SOUTHERN ALASKA,23028.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11716130,,3.6,,,ml,9751.0,13277.0,9751.0,13277.0,,23028.0,2.0,,2026-05-03 20:17:18.000000000,,,,,2023/07/03/query?eventid=11716130.xml
GCI,2023-07-04 14:33:41.512,59.8202,-151.5384,50100.0,2.3,292.5803024199778,"KENAI PENINSULA, ALASKA",14988.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11716492,,2.3,,,ml,4915.0,10073.0,4915.0,10073.0,,14988.0,2.0,,2026-05-03 20:27:50.000000000,,,,,2023/07/04/query?eventid=11716492.xml
GCI,2023-07-06 15:52:28.055,59.8798,-152.8484,98900.0,2.3,296.1424131332835,SOUTHERN ALASKA,9443.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11717186,,2.3,,,ml,0.0,9443.0,0.0,9443.0,,9443.0,2.0,,2026-05-03 20:44:29.000000000,,,,,2023/07/06/query?eventid=11717186.xml
GCI,2023-07-06 12:06:15.310,60.0755,-152.6009,102900.0,2.7,301.1347790591881,SOUTHERN ALASKA,13314.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11717126,,2.3,,,ML,4026.0,9288.0,4026.0,9288.0,,13314.0,2.0,,2026-05-03 20:44:29.000000000,,,,,2023/07/06/query?eventid=11717126.xml
GCI,2023-07-07 08:00:14.437,59.8721,-152.8965,94000.0,3.0,298.91342329206907,SOUTHERN ALASKA,22903.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11717485,,3.0,,,ml,9745.0,13158.0,9745.0,13158.0,,22903.0,2.0,,2026-05-03 20:59:16.000000000,,,,,2023/07/07/query?eventid=11717485.xml
GCI,2023-07-10 04:10:26.513,59.9896,-153.5362,149600.0,2.7,330.40161515945795,SOUTHERN ALASKA,9848.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11718542,,2.7,,,ml,0.0,9848.0,0.0,9848.0,,9848.0,2.0,,2026-05-03 21:31:32.000000000,,,,,2023/07/10/query?eventid=11718542.xml
GCI,2023-07-09 21:47:24.323,59.6217,-152.8498,77600.0,2.5,298.8215802382135,SOUTHERN ALASKA,15115.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11718442,,2.5,,,ML,5238.0,9877.0,5238.0,9877.0,,15115.0,2.0,,2026-05-03 21:31:33.000000000,,,,,2023/07/09/query?eventid=11718442.xml
GCI,2023-07-09 20:57:48.377,60.0313,-153.0393,127600.0,3.9,312.46587447852613,SOUTHERN ALASKA,26943.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11718431,,4.0,,,ml,12304.0,14639.0,12304.0,14639.0,,26943.0,2.0,,2026-05-03 21:31:34.000000000,,,,,2023/07/09/query?eventid=11718431.xml
GCI,2023-07-10 05:33:15.794,59.0313,-152.9284,73800.0,2.0,294.31818899080133,SOUTHERN ALASKA,9808.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11718549,,2.0,,,ml,1539.0,8269.0,1539.0,8269.0,,9808.0,2.0,,2026-05-03 22:05:24.000000000,,,,,2023/07/10/query?eventid=11718549.xml
GCI,2023-07-10 14:56:33.459,60.6593,-150.8608,45300.0,2.5,336.7907559372331,"KENAI PENINSULA, ALASKA",10132.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11718685,,2.5,,,ml,2121.0,8011.0,2121.0,8011.0,,10132.0,2.0,,2026-05-03 22:05:24.000000000,,,,,2023/07/10/query?eventid=11718685.xml
GCI,2023-07-10 14:45:30.393,57.6916,-154.9246,71400.0,3.7,344.8161926948983,"KODIAK ISLAND REGION, ALASKA",16834.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11718683,,3.7,,,ml,6790.0,10044.0,6790.0,10044.0,,16834.0,2.0,,2026-05-03 22:05:25.000000000,,,,,2023/07/10/query?eventid=11718683.xml
GCI,2023-07-10 13:43:33.658,59.6439,-152.8956,95800.0,2.5,304.93871653806366,SOUTHERN ALASKA,19120.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11718670,,2.5,,,ml,8347.0,10773.0,8347.0,10773.0,,19120.0,2.0,,2026-05-03 22:05:26.000000000,,,,,2023/07/10/query?eventid=11718670.xml
GCI,2023-07-11 06:38:37.121,59.8931,-153.3411,120800.0,2.7,325.8557417829608,SOUTHERN ALASKA,13962.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11719029,,2.5,,,ML,4023.0,9939.0,4023.0,9939.0,,13962.0,2.0,,2026-05-03 22:16:29.000000000,,,,,2023/07/11/query?eventid=11719029.xml
GCI,2023-07-12 22:19:18.970,59.9478,-153.0648,122400.0,2.6,312.13491699126746,SOUTHERN ALASKA,16601.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11719720,,2.6,,,ml,6819.0,9782.0,6819.0,9782.0,,16601.0,2.0,,2026-05-03 22:39:46.000000000,,,,,2023/07/12/query?eventid=11719720.xml
GCI,2023-07-12 10:07:40.797,60.4145,-150.6688,42700.0,2.9,336.84504526684043,"KENAI PENINSULA, ALASKA",19290.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11719492,,2.9,,,ml,8000.0,11290.0,8000.0,11290.0,,19290.0,2.0,,2026-05-03 22:39:47.000000000,,,,,2023/07/12/query?eventid=11719492.xml
GCI,2023-07-13 17:19:41.944,59.6085,-152.441,67400.0,2.2,192.18538718308747,SOUTHERN ALASKA,20273.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11720064,,2.2,,,ml,8688.0,11585.0,8688.0,11585.0,,20273.0,2.0,,2026-05-03 22:55:10.000000000,,,,,2023/07/13/query?eventid=11720064.xml
GCI,2023-07-14 18:18:43.381,60.3716,-152.2074,78300.0,2.6,315.5454016999375,SOUTHERN ALASKA,15390.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11720613,,2.6,,,ml,4384.0,11006.0,4384.0,11006.0,,15390.0,2.0,,2026-05-03 23:06:49.000000000,,,,,2023/07/14/query?eventid=11720613.xml
GCI,2023-07-18 01:26:18.204,60.3896,-151.8937,86700.0,2.6,322.5640506215153,"KENAI PENINSULA, ALASKA",12118.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11721996,,2.6,,,ML,2210.0,9908.0,2210.0,9908.0,,12118.0,2.0,,2026-05-03 23:20:46.000000000,,,,,2023/07/18/query?eventid=11721996.xml
GCI,2023-07-19 01:40:10.491,60.3347,-151.4364,58400.0,3.3,322.795331670264,"KENAI PENINSULA, ALASKA",23107.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11722343,,3.1,,,ML,10119.0,12988.0,10119.0,12988.0,,23107.0,2.0,,2026-05-03 23:36:10.000000000,,,,,2023/07/19/query?eventid=11722343.xml
GCI,2023-07-19 11:25:24.437,60.3075,-152.2376,83900.0,2.8,311.9769354856591,SOUTHERN ALASKA,21096.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11722469,,2.8,,,ml,9292.0,11804.0,9292.0,11804.0,,21096.0,2.0,,2026-05-03 23:51:05.000000000,,,,,2023/07/19/query?eventid=11722469.xml
GCI,2023-07-21 21:09:05.673,60.4913,-151.8675,77900.0,3.5,322.57911122413316,"KENAI PENINSULA, ALASKA",25350.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11723757,,3.5,,,ml,12184.0,13166.0,12184.0,13166.0,,25350.0,2.0,,2026-05-04 00:10:57.000000000,,,,,2023/07/21/query?eventid=11723757.xml
GCI,2023-07-22 05:40:41.062,59.6668,-152.0306,60300.0,1.9,202.09573598516272,SOUTHERN ALASKA,17670.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11723846,,1.9,,,ml,7597.0,10073.0,7597.0,10073.0,,17670.0,2.0,,2026-05-04 00:23:57.000000000,,,,,2023/07/22/query?eventid=11723846.xml
GCI,2023-07-23 09:38:06.557,59.7841,-152.1775,63800.0,3.0,240.64701155338201,SOUTHERN ALASKA,22950.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11724208,,2.7,,,ML,9523.0,13427.0,9523.0,13427.0,,22950.0,2.0,,2026-05-04 00:40:12.000000000,,,,,2023/07/23/query?eventid=11724208.xml
GCI,2023-07-25 00:15:19.559,58.8162,-154.7814,126400.0,3.1,337.40126192432297,ALASKA PENINSULA,11238.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11724811,,3.0,,,ML,0.0,11238.0,0.0,11238.0,,11238.0,2.0,,2026-05-04 00:49:49.000000000,,,,,2023/07/25/query?eventid=11724811.xml
GCI,2023-07-29 04:38:55.503,59.9732,-152.762,104100.0,2.5,300.9042171464785,SOUTHERN ALASKA,10376.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11726730,,2.5,,,ML,0.0,10376.0,0.0,10376.0,,10376.0,2.0,,2026-05-04 01:31:09.000000000,,,,,2023/07/29/query?eventid=11726730.xml
GCI,2023-07-28 06:38:23.414,60.0841,-152.9645,106900.0,2.4,311.4770467665973,SOUTHERN ALASKA,11688.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11726248,,2.4,,,ml,1649.0,10039.0,1649.0,10039.0,,11688.0,2.0,,2026-05-04 01:31:09.000000000,,,,,2023/07/28/query?eventid=11726248.xml
GCI,2023-07-28 19:11:22.434,59.0039,-153.9767,106600.0,5.0,325.98155202723206,SOUTHERN ALASKA,29627.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11726446,,5.1,,,mww,14632.0,14995.0,14632.0,14995.0,,29627.0,2.0,,2026-05-04 01:31:10.000000000,,,,,2023/07/28/query?eventid=11726446.xml
GCI,2023-07-29 16:08:16.649,58.644,-153.4805,64800.0,2.3,325.3680076312763,"KODIAK ISLAND REGION, ALASKA",10850.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11726839,,2.3,,,ml,2551.0,8299.0,2551.0,8299.0,,10850.0,2.0,,2026-05-04 01:52:11.000000000,,,,,2023/07/29/query?eventid=11726839.xml
GCI,2023-07-29 07:35:38.714,60.2932,-152.2182,89400.0,2.8,311.0612741517053,SOUTHERN ALASKA,18743.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11726772,,2.6,,,ML,7440.0,11303.0,7440.0,11303.0,,18743.0,2.0,,2026-05-04 01:52:12.000000000,,,,,2023/07/29/query?eventid=11726772.xml
GCI,2023-07-30 21:18:14.241,59.6867,-151.9915,56500.0,1.9,209.4225551055179,"KENAI PENINSULA, ALASKA",16614.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11727169,,1.9,,,ml,6877.0,9737.0,6877.0,9737.0,,16614.0,2.0,,2026-05-04 02:15:56.000000000,,,,,2023/07/30/query?eventid=11727169.xml
GCI,2023-07-30 14:59:28.509,59.7713,-152.7234,93600.0,2.4,275.5747683650919,SOUTHERN ALASKA,17307.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11727115,,2.4,,,ml,7181.0,10126.0,7181.0,10126.0,,17307.0,2.0,,2026-05-04 02:15:57.000000000,,,,,2023/07/30/query?eventid=11727115.xml
GCI,2023-08-01 01:47:01.987,59.9634,-152.5504,100000.0,2.5,286.2892228921546,SOUTHERN ALASKA,15898.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11727669,,2.5,,,ML,5206.0,10692.0,5206.0,10692.0,,15898.0,2.0,,2026-05-04 03:08:23.000000000,,,,,2023/08/01/query?eventid=11727669.xml
GCI,2023-08-01 03:44:51.877,58.8522,-153.9388,8400.0,3.1,326.9936315320637,"KODIAK ISLAND REGION, ALASKA",18920.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11727707,,3.1,,,ml,7775.0,11145.0,7775.0,11145.0,,18920.0,2.0,,2026-05-04 03:08:23.000000000,,,,,2023/08/01/query?eventid=11727707.xml
GCI,2023-07-31 22:49:11.705,58.8726,-153.9619,10200.0,3.7,326.8833652016176,"KODIAK ISLAND REGION, ALASKA",22725.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11727575,,3.5,,,ML,10130.0,12595.0,10130.0,12595.0,,22725.0,2.0,,2026-05-04 03:08:24.000000000,,,,,2023/07/31/query?eventid=11727575.xml
GCI,2023-08-01 02:47:42.411,60.1308,-153.0107,127700.0,3.9,314.88010950618747,SOUTHERN ALASKA,24767.0,smi:service.iris.edu/fdsnws/event/1/query?eventid=11727694,,3.5,,,mb,11628.0,13139.0,11628.0,13139.0,,24767.0,2.0,,2026-05-04 03:08:25.000000000,,,,,2023/08/01/query?eventid=11727694.xml
