resource_id,time,seed_id,filter_id,method_id,horizontal_slowness,backazimuth,onset,phase_hint,polarity,evaluation_mode,event_time,evaluation_status,creation_time,author,agency_id,event_id,network,station,location,channel,uncertainty,lower_uncertainty,upper_uncertainty,confidence_level
smi:local/f88bfa7d-5cb2-400a-932c-dab0ceb6d319,2023-06-10 04:43:56.812800,GCI.KKFLS..881,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,881,,,,
smi:local/82fd54c4-fbba-4c15-aca2-08cc8d525909,2023-06-10 04:43:56.712800,GCI.KKFLS..882,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,882,,,,
smi:local/6db747fd-7b45-452f-b049-e676df7c7c72,2023-06-10 04:43:56.832800,GCI.KKFLS..883,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,883,,,,
smi:local/a2f10166-40b6-416a-a348-d303c26191c3,2023-06-10 04:43:56.232800,GCI.KKFLS..884,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,884,,,,
smi:local/fcae5ab4-7d85-4d11-9200-87fda4e2aae5,2023-06-10 04:43:56.212800,GCI.KKFLS..885,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,885,,,,
smi:local/9b6c50ec-b6c8-4962-a5ee-2a7e0fa97cca,2023-06-10 04:43:56.192800,GCI.KKFLS..886,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,886,,,,
smi:local/1ef112c4-dfb7-401a-b909-0b8acdd2097e,2023-06-10 04:43:56.192800,GCI.KKFLS..887,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,887,,,,
smi:local/2e00cc91-5273-42bc-8ccb-64c473cd6ee1,2023-06-10 04:43:56.192800,GCI.KKFLS..888,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,888,,,,
smi:local/f81d32ee-429a-40ba-9261-38be53492493,2023-06-10 04:43:56.412800,GCI.KKFLS..889,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,889,,,,
smi:local/7983044c-5f0f-482b-abc9-868374973f7a,2023-06-10 04:43:56.372800,GCI.KKFLS..890,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,890,,,,
smi:local/7490a553-e09f-4bb7-86e5-f72751ef9269,2023-06-10 04:43:56.392800,GCI.KKFLS..891,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,891,,,,
smi:local/bcdcc432-75d6-4575-a64c-21a3b6426cd2,2023-06-10 04:43:56.472800,GCI.KKFLS..892,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,892,,,,
smi:local/d98ec6b6-f986-45be-91c4-04d867b5eb07,2023-06-10 04:43:56.892800,GCI.KKFLS..893,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,893,,,,
smi:local/a3be6d3d-6c85-4dd4-86bf-ef4afb71672d,2023-06-10 04:43:57.072800,GCI.KKFLS..894,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,894,,,,
smi:local/a4fc4fb8-3d69-471e-a429-46d3c484ff65,2023-06-10 04:43:56.872800,GCI.KKFLS..895,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,895,,,,
smi:local/b4a3b265-6689-4ee7-b89b-fbc21a31220b,2023-06-10 04:43:56.892800,GCI.KKFLS..896,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,896,,,,
smi:local/90295677-2cb7-416e-ba6d-bdf2b0e950ec,2023-06-10 04:43:56.972800,GCI.KKFLS..897,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,897,,,,
smi:local/a665e198-6e9d-47bb-8a82-08da25969170,2023-06-10 04:43:56.432800,GCI.KKFLS..898,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,898,,,,
smi:local/4b200fee-4969-4c21-9cf2-0f7ec75297bc,2023-06-10 04:43:56.332800,GCI.KKFLS..899,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,899,,,,
smi:local/c05934a6-5a52-4004-be77-7ac2fba18343,2023-06-10 04:43:56.352800,GCI.KKFLS..900,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,900,,,,
smi:local/d3e59930-9e67-4d8f-8f10-afa7eebc5660,2023-06-10 04:43:56.152800,GCI.KKFLS..901,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,901,,,,
smi:local/8a2ddb24-f941-4490-bdef-d946f5b62ca6,2023-06-10 04:43:56.132800,GCI.KKFLS..902,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,902,,,,
smi:local/35fb9269-86b7-4d8a-a943-a549b4882dfe,2023-06-10 04:43:56.592800,GCI.KKFLS..903,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,903,,,,
smi:local/fb21d170-5a0a-4310-98c8-72d1906bf9cc,2023-06-10 04:43:56.412800,GCI.KKFLS..905,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,905,,,,
smi:local/409394a5-675b-40d8-a8ad-477fb533a44a,2023-06-10 04:43:56.392800,GCI.KKFLS..906,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,906,,,,
smi:local/e9225b09-df60-4745-a8cf-287aa305db32,2023-06-10 04:43:56.092800,GCI.KKFLS..907,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,907,,,,
smi:local/9f4e621d-9481-4653-803c-14d1033269ae,2023-06-10 04:43:56.232800,GCI.KKFLS..908,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,908,,,,
smi:local/dfe54950-5135-490b-9aa4-c19add4f1677,2023-06-10 04:43:56.072800,GCI.KKFLS..909,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,909,,,,
smi:local/889a62e5-e9e0-4459-ba92-54ad72c6b30d,2023-06-10 04:43:56.212800,GCI.KKFLS..910,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,910,,,,
smi:local/78beea48-0b94-4d12-bf0b-9d7b8a7ce13d,2023-06-10 04:43:56.512800,GCI.KKFLS..911,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,911,,,,
smi:local/1446f0f5-6722-4498-ba5c-5b537b2b818f,2023-06-10 04:43:56.212800,GCI.KKFLS..912,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,912,,,,
smi:local/e3d8e8f4-caea-416d-957a-44696e52126f,2023-06-10 04:43:56.232800,GCI.KKFLS..913,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,913,,,,
smi:local/4593d50f-d116-41f1-b4da-d4cc0eaf4253,2023-06-10 04:43:56.172800,GCI.KKFLS..914,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,914,,,,
smi:local/d8740eb0-bc6e-4ef7-aeaf-87b6af1df8f2,2023-06-10 04:43:56.552800,GCI.KKFLS..915,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,915,,,,
smi:local/cb057956-9a3f-49d4-9c46-2ff9d306af77,2023-06-10 04:43:56.352800,GCI.KKFLS..916,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,916,,,,
smi:local/2fed1bd8-ad27-4b67-ae2e-fc3e0ab93420,2023-06-10 04:43:56.392800,GCI.KKFLS..917,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,917,,,,
smi:local/65e9a180-82be-4e54-81da-b91b575307df,2023-06-10 04:43:56.552800,GCI.KKFLS..918,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,918,,,,
smi:local/bbe7a0b4-34b4-4438-bed5-fb23f9fd9904,2023-06-10 04:43:56.232800,GCI.KKFLS..919,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,919,,,,
smi:local/0f59f37b-1653-4415-bdc8-50c60044a8d1,2023-06-10 04:43:56.732800,GCI.KKFLS..921,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,921,,,,
smi:local/3a3c06f7-f0e1-471a-80ac-fc252861b8be,2023-06-10 04:43:56.552800,GCI.KKFLS..922,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,922,,,,
smi:local/6809ebf1-3750-4c88-a154-a2bd42bd1636,2023-06-10 04:43:56.352800,GCI.KKFLS..923,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,923,,,,
smi:local/9238e573-0417-4ac3-abcc-a998c0af1e0c,2023-06-10 04:43:56.412800,GCI.KKFLS..924,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,924,,,,
smi:local/20e5a79b-ce25-4916-9baf-dbbd226d3b12,2023-06-10 04:43:56.412800,GCI.KKFLS..925,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,925,,,,
smi:local/65defbf8-8f7e-4adb-b1b6-f3be242abf1a,2023-06-10 04:43:56.392800,GCI.KKFLS..926,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,926,,,,
smi:local/3819394b-1e2f-4233-8eca-96735164d1f2,2023-06-10 04:43:56.392800,GCI.KKFLS..927,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,927,,,,
smi:local/6b470273-ec0f-4091-bb81-967d8ad0a437,2023-06-10 04:43:57.012800,GCI.KKFLS..928,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,928,,,,
smi:local/3e706114-cd0c-40b0-a3cd-c5b96564add7,2023-06-10 04:43:56.352800,GCI.KKFLS..929,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,929,,,,
smi:local/ff4046cc-41bc-4424-8afb-229802465b4a,2023-06-10 04:43:56.352800,GCI.KKFLS..930,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,930,,,,
smi:local/8b666f8a-2c59-4618-a423-785b240f356a,2023-06-10 04:43:55.912800,GCI.KKFLS..931,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,931,,,,
smi:local/5961ceae-97ff-4944-ac46-7859548c8699,2023-06-10 04:43:55.892800,GCI.KKFLS..932,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,932,,,,
smi:local/d7fa8d75-0ff0-4cd7-9e05-f32b9d64e432,2023-06-10 04:43:56.052800,GCI.KKFLS..933,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,933,,,,
smi:local/cf3e16df-48c1-492c-b175-c86619264aa6,2023-06-10 04:43:56.032800,GCI.KKFLS..934,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,934,,,,
smi:local/4a1e4d99-1a54-4b1a-94d5-5b19c5c91887,2023-06-10 04:43:56.072800,GCI.KKFLS..935,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,935,,,,
smi:local/cb8c58f4-0151-416c-8798-cdaa583d38c3,2023-06-10 04:43:56.172800,GCI.KKFLS..936,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,936,,,,
smi:local/34a12d12-a6c2-4d50-b9a3-1b60fa7ed9bc,2023-06-10 04:43:56.212800,GCI.KKFLS..937,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,937,,,,
smi:local/208c88ae-3b8f-46e3-9428-0ffe5ebfafac,2023-06-10 04:43:56.392800,GCI.KKFLS..938,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,938,,,,
smi:local/a28332cf-2859-4a2c-ac4d-aa697b18a97c,2023-06-10 04:43:56.412800,GCI.KKFLS..939,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,939,,,,
smi:local/5ed6e0a5-a9a7-48f1-a640-5c4b4de9f894,2023-06-10 04:43:56.392800,GCI.KKFLS..940,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,940,,,,
smi:local/fe47813c-0f95-4f01-b398-ce2f8fd21b0e,2023-06-10 04:43:56.492800,GCI.KKFLS..941,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,941,,,,
smi:local/72738bdb-3c1c-4c47-89dc-6e405f00798e,2023-06-10 04:43:55.972800,GCI.KKFLS..942,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,942,,,,
smi:local/836f73ec-9080-4bb0-9100-17649b89f338,2023-06-10 04:43:55.872800,GCI.KKFLS..943,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,943,,,,
smi:local/78fe0195-6490-4c2e-a9fd-b226f56e148d,2023-06-10 04:43:56.212800,GCI.KKFLS..944,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,944,,,,
smi:local/07e5aba4-4a41-4be1-b9f5-1b89bf9a58a7,2023-06-10 04:43:56.192800,GCI.KKFLS..945,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,945,,,,
smi:local/d9ac14f3-3d59-4485-9169-7aedf21f33fb,2023-06-10 04:43:56.392800,GCI.KKFLS..946,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,946,,,,
smi:local/c7f170e3-4c62-4359-862b-d01db05947a2,2023-06-10 04:43:56.572800,GCI.KKFLS..947,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,947,,,,
smi:local/b811be48-46da-4bf7-b565-b8ca1ea8169f,2023-06-10 04:43:56.432800,GCI.KKFLS..948,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,948,,,,
smi:local/e4dfce6e-7585-41a3-91db-f61cc115ce09,2023-06-10 04:43:56.632800,GCI.KKFLS..949,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,949,,,,
smi:local/1f52dc94-6dd9-4c26-9015-aea48f657e8c,2023-06-10 04:43:56.752800,GCI.KKFLS..950,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,950,,,,
smi:local/17ef18bd-8f06-406f-9ced-c26885b56e54,2023-06-10 04:43:56.232800,GCI.KKFLS..951,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,951,,,,
smi:local/903197bd-4efd-4f1d-8dc8-f125b2eadf62,2023-06-10 04:43:56.172800,GCI.KKFLS..952,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,952,,,,
smi:local/f0721d8e-ad10-43f2-9c8d-7d3c193c6030,2023-06-10 04:43:56.192800,GCI.KKFLS..953,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,953,,,,
smi:local/2671390b-731c-4068-bdb0-09903b97afdd,2023-06-10 04:43:56.112800,GCI.KKFLS..954,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,954,,,,
smi:local/1b37f092-322b-4099-bb1a-7b5f8bc90c47,2023-06-10 04:43:56.152800,GCI.KKFLS..955,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,955,,,,
smi:local/a88298dd-16d4-4dfc-aa2c-370e45552534,2023-06-10 04:43:56.332800,GCI.KKFLS..956,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,956,,,,
smi:local/48447193-b38a-4ad3-ab4f-f2943413e4fa,2023-06-10 04:43:56.312800,GCI.KKFLS..957,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,957,,,,
smi:local/444d9f05-1c88-418d-b986-fe2c52e22fce,2023-06-10 04:43:56.372800,GCI.KKFLS..958,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,958,,,,
smi:local/17a77bf8-047f-4981-811d-c86128282aab,2023-06-10 04:43:56.392800,GCI.KKFLS..959,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,959,,,,
smi:local/c78d26b2-b0cb-45b4-bae5-f9fa2d289b10,2023-06-10 04:43:56.192800,GCI.KKFLS..960,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,960,,,,
smi:local/8455278f-934a-4c5f-92ee-33f3fd793e23,2023-06-10 04:43:55.852800,GCI.KKFLS..961,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,961,,,,
smi:local/fbb521de-c8e5-487b-b70d-e3f5df537651,2023-06-10 04:43:55.852800,GCI.KKFLS..962,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,962,,,,
smi:local/1b9a42b7-945e-48f5-a14b-597caa9fa4b0,2023-06-10 04:43:55.732800,GCI.KKFLS..963,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,963,,,,
smi:local/ee424b96-99e9-4fbd-916f-4d29039319a6,2023-06-10 04:43:55.872800,GCI.KKFLS..964,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,964,,,,
smi:local/3a8e472a-6842-4664-a5b0-fe4e37d34d02,2023-06-10 04:43:56.072800,GCI.KKFLS..965,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,965,,,,
smi:local/23fd5dc8-b430-4473-9109-9e9b2daa7b5b,2023-06-10 04:43:55.792800,GCI.KKFLS..966,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,966,,,,
smi:local/d0321761-f168-4417-a9b0-4a184da67fd2,2023-06-10 04:43:55.692800,GCI.KKFLS..967,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,967,,,,
smi:local/d268eb30-b599-482f-8476-684d98e9e4c4,2023-06-10 04:43:56.112800,GCI.KKFLS..968,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,968,,,,
smi:local/7b904602-0a9e-4198-87f6-a06ed0f48469,2023-06-10 04:43:56.272800,GCI.KKFLS..969,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,969,,,,
smi:local/a6f84182-157b-4f41-b41e-a79550d73cf2,2023-06-10 04:43:55.852800,GCI.KKFLS..970,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,970,,,,
smi:local/8dc61030-1e6c-4c6b-a20c-509c899a361a,2023-06-10 04:43:56.052800,GCI.KKFLS..971,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,971,,,,
smi:local/3f490f95-cea3-4531-a4be-4b28be6c3ea9,2023-06-10 04:43:56.212800,GCI.KKFLS..972,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,972,,,,
smi:local/1769e5d6-e633-4711-8abd-93d8d7a9ec47,2023-06-10 04:43:56.532800,GCI.KKFLS..973,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,973,,,,
smi:local/781a5c80-4868-4cc9-886e-aea9726bb62e,2023-06-10 04:43:56.512800,GCI.KKFLS..974,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,974,,,,
smi:local/e3b93a3d-7c5c-4d2d-b89d-1daa0fb2941a,2023-06-10 04:43:56.312800,GCI.KKFLS..975,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,975,,,,
smi:local/9dd1ffb3-691d-45ce-a58d-ff2651b4eb9d,2023-06-10 04:43:56.172800,GCI.KKFLS..976,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,976,,,,
smi:local/27a43bbe-9b22-46cf-bff4-51606acb299a,2023-06-10 04:43:56.352800,GCI.KKFLS..977,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,977,,,,
smi:local/be2a39b0-53ff-43f7-bcbd-44bbc001dc9f,2023-06-10 04:43:56.192800,GCI.KKFLS..978,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,978,,,,
smi:local/d5e3c214-e60a-4c3a-8daf-f23bd9eb3c9d,2023-06-10 04:43:56.032800,GCI.KKFLS..979,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,979,,,,
smi:local/ef91a0da-b445-4f91-9999-e3a3d4454253,2023-06-10 04:43:56.292800,GCI.KKFLS..980,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,980,,,,
smi:local/44760235-e8b4-4448-9b14-c0d3ef36bdeb,2023-06-10 04:43:56.392800,GCI.KKFLS..981,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,981,,,,
smi:local/0c874f66-15d7-4d84-ac9f-4926ea81e3cf,2023-06-10 04:43:56.512800,GCI.KKFLS..982,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,982,,,,
smi:local/a317fed7-8e72-4836-ab76-6f898bf444e8,2023-06-10 04:43:57.332800,GCI.KKFLS..983,,,,,,s,,,2023-06-10 04:43:30.917,,,,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,GCI,KKFLS,,983,,,,
