time,latitude,longitude,depth,magnitude,event_description,associated_phase_count,azimuthal_gap,event_id,horizontal_uncertainty,local_magnitude,moment_magnitude,duration_magnitude,magnitude_type,p_phase_count,s_phase_count,p_pick_count,s_pick_count,standard_error,used_phase_count,station_count,vertical_uncertainty,updated,author,agency_id,creation_time,version,stations,preferred_origin_id
2023-06-10 04:43:30.917,59.7241,-152.662,81400.0,2.4,SOUTHERN ALASKA,0.0,,smi:service.iris.edu/fdsnws/event/1/query?eventid=11707158,,2.4,,,ml,0.0,0.0,0.0,0.0,,0.0,0.0,,1970-01-01,,,,,,smi:service.iris.edu/fdsnws/event/1/query?originid=48495688
